2theta,intensity
44.52,226.0
44.54,239.0
44.56,262.0
44.58,232.0
44.6,247.0
44.62,244.0
44.64,244.0
44.66,233.0
44.68,251.0
44.7,236.0
44.72,262.0
44.74,242.0
44.76,255.0
44.78,251.0
44.8,267.0
44.82,278.0
44.84,266.0
44.86,300.0
44.88,286.0
44.9,276.0
44.92,261.0
44.94,281.0
44.96,301.0
44.98,318.0
45.0,332.0
45.02,333.0
45.04,403.0
45.06,373.0
45.08,417.0
45.1,438.0
45.12,425.0
45.14,452.0
45.16,467.0
45.18,517.0
45.2,536.0
45.22,577.0
45.24,577.0
45.26,618.0
45.28,680.0
45.3,749.0
45.32,669.0
45.34,644.0
45.36,720.0
45.38,698.0
45.4,628.0
45.42,624.0
45.44,554.0
45.46,555.0
45.48,521.0
45.5,495.0
45.52,474.0
45.54,436.0
45.56,407.0
45.58,394.0
45.6,399.0
45.62,355.0
45.64,349.0
45.66,354.0
45.68,314.0
45.7,313.0
45.72,286.0
45.74,299.0
45.76,281.0
45.78,279.0
45.8,289.0
45.82,240.0
45.84,252.0
45.86,264.0
45.88,243.0
45.9,237.0
45.92,273.0
45.94,218.0
45.96,243.0
45.98,217.0
46.0,262.0
46.02,263.0
46.04,242.0
46.06,210.0
46.08,203.0
46.1,234.0
46.12,216.0
46.14,204.0
46.16,207.0
46.18,213.0
46.2,206.0
46.22,226.0
46.24,221.0
46.26,219.0
46.28,225.0
46.3,226.0
46.32,212.0
46.34,219.0
46.36,227.0
46.38,236.0
46.4,222.0
46.42,226.0
46.44,244.0
46.46,227.0
46.48,215.0
46.5,243.0
46.52,201.0
46.54,216.0
46.56,220.0
46.58,227.0
46.6,221.0
46.62,221.0
46.64,221.0
46.66,209.0
46.68,215.0
46.7,216.0
46.72,230.0
46.74,200.0
46.76,247.0
46.78,209.0
46.8,232.0
46.82,216.0
46.84,225.0
46.86,195.0
46.88,204.0
46.9,229.0
46.92,210.0
46.94,211.0
46.96,218.0
46.98,211.0
47.0,184.0
47.02,199.0
47.04,217.0
47.06,198.0
47.08,199.0
47.1,207.0
47.12,209.0
47.14,232.0
47.16,229.0
47.18,217.0
47.2,195.0
47.22,211.0
47.24,211.0
47.26,233.0
47.28,208.0
47.3,225.0
47.32,188.0
47.34,209.0
47.36,209.0
47.38,194.0
47.4,217.0
47.42,199.0
47.44,203.0
47.46,208.0
47.48,206.0
47.5,206.0
47.52,174.0
47.54,188.0
47.56,207.0
47.58,230.0
47.6,220.0
47.62,251.0
47.64,194.0
47.66,217.0
47.68,214.0
47.7,230.0
47.72,214.0
47.74,199.0
47.76,210.0
47.78,207.0
47.8,212.0
47.82,222.0
47.84,199.0
47.86,230.0
47.88,246.0
47.9,204.0
47.92,230.0
47.94,231.0
47.96,214.0
47.98,198.0
48.0,242.0
48.02,225.0
48.04,198.0
48.06,239.0
48.08,220.0
48.1,235.0
48.12,211.0
48.14,215.0
48.16,200.0
48.18,222.0
48.2,234.0
48.22,204.0
48.24,200.0
48.26,221.0
48.28,209.0
48.3,196.0
48.32,239.0
48.34,233.0
48.36,220.0
48.38,219.0
48.4,227.0
48.42,225.0
48.44,217.0
48.46,231.0
48.48,230.0
48.5,202.0
48.52,230.0
48.54,213.0
48.56,224.0
48.58,204.0
48.6,215.0
48.62,230.0
48.64,222.0
48.66,230.0
48.68,215.0
48.7,188.0
48.72,240.0
48.74,228.0
48.76,274.0
48.78,246.0
48.8,255.0
48.82,271.0
48.84,244.0
48.86,251.0
48.88,260.0
48.9,282.0
48.92,252.0
48.94,289.0
48.96,287.0
48.98,275.0
49.0,300.0
49.02,285.0
49.04,297.0
49.06,334.0
49.08,359.0
49.1,366.0
49.12,355.0
49.14,380.0
49.16,413.0
49.18,401.0
49.2,457.0
49.22,512.0
49.24,525.0
49.26,554.0
49.28,563.0
49.3,644.0
49.32,673.0
49.34,714.0
49.36,776.0
49.38,838.0
49.4,950.0
49.42,1050.0
49.44,1121.0
49.46,1221.0
49.48,1304.0
49.5,1410.0
49.52,1580.0
49.54,1617.0
49.56,1651.0
49.58,1608.0
49.6,1669.0
49.62,1606.0
49.64,1611.0
49.66,1532.0
49.68,1411.0
49.7,1427.0
49.72,1304.0
49.74,1240.0
49.76,1166.0
49.78,1037.0
49.8,938.0
49.82,830.0
49.84,809.0
49.86,746.0
49.88,689.0
49.9,643.0
49.92,578.0
49.94,527.0
49.96,494.0
49.98,488.0
50.0,413.0
50.02,423.0
50.04,423.0
50.06,414.0
50.08,374.0
50.1,392.0
50.12,350.0
50.14,327.0
50.16,319.0
50.18,318.0
50.2,320.0
50.22,303.0
50.24,311.0
50.26,296.0
50.28,280.0
50.3,295.0
50.32,304.0
50.34,284.0
50.36,233.0
50.38,255.0
50.4,257.0
50.42,270.0
50.44,259.0
50.46,274.0
50.48,289.0
50.5,257.0
50.52,238.0
50.54,266.0
50.56,249.0
50.58,232.0
50.6,258.0
50.62,253.0
50.64,264.0
50.66,235.0
50.68,232.0
50.7,239.0
50.72,246.0
50.74,239.0
50.76,229.0
50.78,240.0
50.8,222.0
50.82,250.0
50.84,225.0
50.86,256.0
50.88,217.0
50.9,214.0
50.92,218.0
50.94,202.0
50.96,234.0
50.98,224.0
51.0,216.0
51.02,231.0
51.04,220.0
51.06,216.0
51.08,221.0
51.1,206.0
51.12,221.0
51.14,236.0
51.16,256.0
51.18,224.0
51.2,218.0
51.22,219.0
51.24,235.0
51.26,237.0
51.28,256.0
51.3,234.0
51.32,225.0
51.34,232.0
51.36,219.0
51.38,266.0
51.4,258.0
51.42,245.0
51.44,235.0
51.46,270.0
51.48,223.0
51.5,260.0
51.52,256.0
51.54,280.0
51.56,266.0
51.58,298.0
51.6,297.0
51.62,301.0
51.64,310.0
51.66,311.0
51.68,312.0
51.7,341.0
51.72,309.0
51.74,353.0
51.76,392.0
51.78,384.0
51.8,363.0
51.82,440.0
51.84,445.0
51.86,477.0
51.88,476.0
51.9,490.0
51.92,572.0
51.94,574.0
51.96,636.0
51.98,585.0
52.0,636.0
52.02,638.0
52.04,624.0
52.06,649.0
52.08,609.0
52.1,610.0
52.12,557.0
52.14,538.0
52.16,578.0
52.18,523.0
52.2,491.0
52.22,458.0
52.24,463.0
52.26,404.0
52.28,405.0
52.3,395.0
52.32,331.0
52.34,362.0
52.36,359.0
52.38,315.0
52.4,273.0
52.42,268.0
52.44,317.0
52.46,280.0
52.48,260.0
52.5,298.0
52.52,269.0
52.54,256.0
52.56,245.0
52.58,229.0
52.6,232.0
52.62,258.0
52.64,252.0
52.66,261.0
52.68,202.0
52.7,234.0
52.72,233.0
52.74,255.0
52.76,247.0
52.78,231.0
52.8,215.0
52.82,245.0
52.84,215.0
52.86,219.0
52.88,212.0
52.9,220.0
52.92,197.0
52.94,220.0
52.96,236.0
52.98,207.0
53.0,246.0
53.02,220.0
53.04,223.0
53.06,220.0
53.08,224.0
53.1,211.0
53.12,182.0
53.14,212.0
53.16,232.0
53.18,180.0
53.2,183.0
53.22,203.0
53.24,204.0
53.26,176.0
53.28,192.0
53.3,218.0
53.32,204.0
53.34,200.0
53.36,198.0
53.38,214.0
53.4,195.0
53.42,200.0
53.44,178.0
53.46,218.0
53.48,186.0
53.5,191.0
53.52,207.0
53.54,196.0
53.56,175.0
53.58,176.0
53.6,214.0
53.62,207.0
53.64,212.0
53.66,191.0
53.68,182.0
53.7,184.0
53.72,184.0
53.74,204.0
53.76,206.0
53.78,202.0
53.8,188.0
53.82,212.0
53.84,220.0
53.86,174.0
53.88,202.0
53.9,202.0
53.92,204.0
53.94,222.0
53.96,196.0
53.98,204.0
54.0,211.0
54.02,201.0
54.04,215.0
54.06,224.0
54.08,202.0
54.1,193.0
54.12,199.0
54.14,211.0
54.16,219.0
54.18,203.0
54.2,206.0
54.22,250.0
54.24,196.0
54.26,191.0
54.28,216.0
54.3,232.0
54.32,218.0
54.34,213.0
54.36,229.0
54.38,220.0
54.4,248.0
54.42,275.0
54.44,262.0
54.46,301.0
54.48,301.0
54.5,293.0
54.52,387.0
54.54,361.0
54.56,405.0
54.58,377.0
54.6,353.0
54.62,347.0
54.64,336.0
54.66,347.0
54.68,322.0
54.7,319.0
54.72,307.0
54.74,285.0
54.76,222.0
54.78,229.0
54.8,228.0
54.82,241.0
54.84,205.0
54.86,218.0
54.88,236.0
54.9,199.0
54.92,223.0
54.94,224.0
54.96,222.0
54.98,214.0
55.0,218.0
55.02,213.0
55.04,233.0
55.06,233.0
55.08,220.0
55.1,208.0
55.12,242.0
55.14,220.0
55.16,226.0
55.18,229.0
55.2,219.0
55.22,242.0
55.24,231.0
55.26,242.0
55.28,246.0
55.3,276.0
55.32,248.0
55.34,236.0
55.36,272.0
55.38,289.0
55.4,281.0
55.42,267.0
55.44,266.0
55.46,265.0
55.48,317.0
55.5,308.0
55.52,312.0
55.54,362.0
55.56,335.0
55.58,345.0
55.6,384.0
55.62,374.0
55.64,421.0
55.66,439.0
55.68,459.0
55.7,469.0
55.72,492.0
55.74,553.0
55.76,546.0
55.78,542.0
55.8,598.0
55.82,619.0
55.84,674.0
55.86,690.0
55.88,694.0
55.9,729.0
55.92,721.0
55.94,726.0
55.96,694.0
55.98,719.0
56.0,639.0
56.02,661.0
56.04,643.0
56.06,583.0
56.08,549.0
56.1,527.0
56.12,525.0
56.14,511.0
56.16,475.0
56.18,430.0
56.2,420.0
56.22,412.0
56.24,369.0
56.26,371.0
56.28,337.0
56.3,321.0
56.32,307.0
56.34,327.0
56.36,297.0
56.38,325.0
56.4,250.0
56.42,253.0
56.44,221.0
56.46,239.0
56.48,264.0
56.5,270.0
56.52,266.0
56.54,241.0
56.56,234.0
56.58,239.0
56.6,240.0
56.62,237.0
56.64,227.0
56.66,205.0
56.68,239.0
56.7,244.0
56.72,218.0
56.74,204.0
56.76,218.0
56.78,213.0
56.8,216.0
56.82,190.0
56.84,198.0
56.86,210.0
56.88,212.0
56.9,206.0
56.92,225.0
56.94,202.0
56.96,223.0
56.98,216.0
57.0,177.0
57.02,204.0
57.04,256.0
57.06,218.0
57.08,218.0
57.1,191.0
57.12,205.0
57.14,225.0
57.16,195.0
57.18,188.0
57.2,213.0
57.22,203.0
57.24,203.0
57.26,206.0
57.28,205.0
57.3,193.0
57.32,189.0
57.34,202.0
57.36,208.0
57.38,217.0
57.4,202.0
57.42,205.0
57.44,213.0
57.46,209.0
57.48,190.0
57.5,208.0
57.52,225.0
57.54,207.0
57.56,189.0
57.58,213.0
57.6,188.0
57.62,227.0
57.64,212.0
57.66,208.0
57.68,191.0
57.7,214.0
57.72,207.0
57.74,238.0
57.76,228.0
57.78,217.0
57.8,191.0
57.82,218.0
57.84,219.0
57.86,234.0
57.88,235.0
57.9,248.0
57.92,237.0
57.94,260.0
57.96,254.0
57.98,247.0
58.0,263.0
58.02,251.0
58.04,254.0
58.06,294.0
58.08,308.0
58.1,322.0
58.12,319.0
58.14,291.0
58.16,348.0
58.18,319.0
58.2,294.0
58.22,307.0
58.24,307.0
58.26,305.0
58.28,285.0
58.3,305.0
58.32,327.0
58.34,304.0
58.36,307.0
58.38,290.0
58.4,282.0
58.42,272.0
58.44,268.0
58.46,284.0
58.48,250.0
58.5,256.0
58.52,266.0
58.54,274.0
58.56,273.0
58.58,272.0
58.6,272.0
58.62,305.0
58.64,293.0
58.66,303.0
58.68,329.0
58.7,336.0
58.72,339.0
58.74,340.0
58.76,376.0
58.78,366.0
58.8,381.0
58.82,392.0
58.84,410.0
58.86,382.0
58.88,380.0
58.9,411.0
58.92,414.0
58.94,404.0
58.96,410.0
58.98,413.0
59.0,386.0
59.02,368.0
59.04,348.0
59.06,388.0
59.08,365.0
59.1,344.0
59.12,327.0
59.14,309.0
59.16,312.0
59.18,289.0
59.2,273.0
59.22,261.0
59.24,266.0
59.26,256.0
59.28,243.0
59.3,265.0
59.32,243.0
59.34,228.0
59.36,246.0
59.38,263.0
59.4,220.0
59.42,241.0
59.44,227.0
59.46,227.0
59.48,224.0
59.5,207.0
59.52,243.0
59.54,199.0
59.56,202.0
59.58,234.0
59.6,230.0
59.62,224.0
59.64,204.0
59.66,215.0
59.68,210.0
59.7,208.0
59.72,203.0
59.74,207.0
59.76,194.0
59.78,200.0
59.8,208.0
59.82,201.0
59.84,211.0
59.86,201.0
59.88,191.0
59.9,167.0
59.92,221.0
59.94,184.0
59.96,193.0
59.98,184.0
60.0,199.0
60.02,196.0
60.04,201.0
60.06,189.0
60.08,187.0
60.1,193.0
60.12,206.0
60.14,188.0
60.16,191.0
60.18,185.0
60.2,222.0
60.22,211.0
60.24,192.0
60.26,216.0
60.28,199.0
60.3,192.0
60.32,209.0
60.34,187.0
60.36,197.0
60.38,204.0
60.4,192.0
60.42,211.0
60.44,192.0
60.46,209.0
60.48,179.0
60.5,198.0
60.52,194.0
60.54,198.0
60.56,189.0
60.58,209.0
60.6,207.0
60.62,196.0
60.64,219.0
60.66,222.0
60.68,223.0
60.7,206.0
60.72,196.0
60.74,214.0
60.76,185.0
60.78,207.0
60.8,198.0
60.82,214.0
60.84,221.0
60.86,207.0
60.88,197.0
60.9,201.0
60.92,203.0
60.94,208.0
60.96,214.0
60.98,184.0
61.0,186.0
61.02,213.0
61.04,176.0
61.06,214.0
61.08,230.0
61.1,199.0
61.12,215.0
61.14,202.0
61.16,232.0
61.18,244.0
61.2,205.0
61.22,223.0
61.24,242.0
61.26,231.0
61.28,238.0
61.3,243.0
61.32,221.0
61.34,247.0
61.36,274.0
61.38,269.0
61.4,286.0
61.42,282.0
61.44,312.0
61.46,302.0
61.48,333.0
61.5,331.0
61.52,356.0
61.54,350.0
61.56,412.0
61.58,417.0
61.6,440.0
61.62,469.0
61.64,466.0
61.66,460.0
61.68,509.0
61.7,522.0
61.72,582.0
61.74,576.0
61.76,615.0
61.78,649.0
61.8,638.0
61.82,604.0
61.84,601.0
61.86,585.0
61.88,605.0
61.9,542.0
61.92,561.0
61.94,537.0
61.96,498.0
61.98,497.0
62.0,462.0
62.02,414.0
62.04,360.0
62.06,356.0
62.08,367.0
62.1,328.0
62.12,340.0
62.14,317.0
62.16,310.0
62.18,294.0
62.2,293.0
62.22,261.0
62.24,288.0
62.26,290.0
62.28,242.0
62.3,242.0
62.32,230.0
62.34,232.0
62.36,214.0
62.38,211.0
62.4,237.0
62.42,238.0
62.44,209.0
62.46,236.0
62.48,191.0
62.5,206.0
62.52,207.0
62.54,229.0
62.56,223.0
62.58,219.0
62.6,207.0
62.62,228.0
62.64,212.0
62.66,190.0
62.68,197.0
62.7,236.0
62.72,215.0
62.74,222.0
62.76,197.0
62.78,197.0
62.8,216.0
62.82,213.0
62.84,207.0
62.86,196.0
62.88,203.0
62.9,222.0
62.92,190.0
62.94,230.0
62.96,189.0
62.98,213.0
63.0,232.0
63.02,211.0
63.04,228.0
63.06,216.0
63.08,219.0
63.1,208.0
63.12,200.0
63.14,184.0
63.16,187.0
63.18,207.0
63.2,219.0
63.22,208.0
63.24,217.0
63.26,212.0
63.28,218.0
63.3,210.0
63.32,230.0
63.34,202.0
63.36,199.0
63.38,211.0
63.4,230.0
63.42,209.0
63.44,231.0
63.46,258.0
63.48,231.0
63.5,196.0
63.52,243.0
63.54,268.0
63.56,260.0
63.58,284.0
63.6,271.0
63.62,290.0
63.64,280.0
63.66,304.0
63.68,299.0
63.7,284.0
63.72,311.0
63.74,300.0
63.76,370.0
63.78,390.0
63.8,379.0
63.82,387.0
63.84,419.0
63.86,415.0
63.88,394.0
63.9,434.0
63.92,413.0
63.94,399.0
63.96,386.0
63.98,390.0
64.0,367.0
64.02,366.0
64.04,359.0
64.06,389.0
64.08,351.0
64.1,318.0
64.12,309.0
64.14,305.0
64.16,336.0
64.18,293.0
64.2,276.0
64.22,290.0
64.24,267.0
64.26,257.0
64.28,273.0
64.3,226.0
64.32,230.0
64.34,255.0
64.36,227.0
64.38,209.0
64.4,253.0
64.42,245.0
64.44,216.0
64.46,229.0
64.48,225.0
64.5,209.0
64.52,229.0
64.54,221.0
64.56,225.0
64.58,227.0
64.6,219.0
64.62,222.0
64.64,216.0
64.66,203.0
64.68,198.0
64.7,189.0
64.72,216.0
64.74,218.0
64.76,215.0
64.78,202.0
64.8,194.0
64.82,213.0
64.84,202.0
64.86,208.0
64.88,192.0
64.9,186.0
64.92,193.0
64.94,186.0
64.96,200.0
64.98,201.0
65.0,202.0
65.02,190.0
65.04,188.0
65.06,188.0
65.08,193.0
65.1,213.0
65.12,204.0
65.14,190.0
65.16,205.0
65.18,187.0
65.2,204.0
65.22,183.0
65.24,207.0
65.26,196.0
65.28,191.0
65.3,237.0
65.32,200.0
65.34,189.0
65.36,210.0
65.38,225.0
65.4,197.0
65.42,199.0
65.44,193.0
65.46,170.0
65.48,200.0
65.5,212.0
65.52,188.0
65.54,206.0
65.56,206.0
65.58,207.0
65.6,206.0
65.62,192.0
65.64,188.0
65.66,207.0
65.68,199.0
65.7,205.0
65.72,198.0
65.74,202.0
65.76,201.0
65.78,168.0
65.8,213.0
65.82,192.0
65.84,205.0
65.86,174.0
65.88,221.0
65.9,195.0
65.92,202.0
65.94,188.0
65.96,204.0
65.98,218.0
66.0,213.0
66.02,194.0
66.04,182.0
66.06,193.0
66.08,202.0
66.1,215.0
66.12,210.0
66.14,193.0
66.16,200.0
66.18,198.0
66.2,213.0
66.22,221.0
66.24,226.0
66.26,221.0
66.28,213.0
66.3,204.0
66.32,202.0
66.34,197.0
66.36,214.0
66.38,225.0
66.4,202.0
66.42,224.0
66.44,239.0
66.46,217.0
66.48,210.0
66.5,217.0
66.52,204.0
66.54,249.0
66.56,216.0
66.58,242.0
66.6,220.0
66.62,234.0
66.64,236.0
66.66,210.0
66.68,241.0
66.7,265.0
66.72,241.0
66.74,228.0
66.76,261.0
66.78,244.0
66.8,255.0
66.82,259.0
66.84,301.0
66.86,279.0
66.88,304.0
66.9,307.0
66.92,291.0
66.94,325.0
66.96,347.0
66.98,312.0
67.0,328.0
67.02,396.0
67.04,402.0
67.06,412.0
67.08,475.0
67.1,444.0
67.12,508.0
67.14,490.0
67.16,488.0
67.18,563.0
67.2,528.0
67.22,612.0
67.24,610.0
67.26,630.0
67.28,708.0
67.3,710.0
67.32,683.0
67.34,685.0
67.36,733.0
67.38,712.0
67.4,663.0
67.42,630.0
67.44,661.0
67.46,646.0
67.48,627.0
67.5,596.0
67.52,577.0
67.54,519.0
67.56,526.0
67.58,511.0
67.6,508.0
67.62,478.0
67.64,460.0
67.66,405.0
67.68,415.0
67.7,410.0
67.72,385.0
67.74,368.0
67.76,359.0
67.78,343.0
67.8,360.0
67.82,316.0
67.84,318.0
67.86,306.0
67.88,265.0
67.9,285.0
67.92,274.0
67.94,280.0
67.96,285.0
67.98,243.0
68.0,245.0
68.02,257.0
68.04,242.0
68.06,263.0
68.08,265.0
68.1,271.0
68.12,258.0
68.14,257.0
68.16,208.0
68.18,260.0
68.2,239.0
68.22,286.0
68.24,279.0
68.26,264.0
68.28,276.0
68.3,231.0
68.32,221.0
68.34,269.0
68.36,248.0
68.38,228.0
68.4,273.0
68.42,272.0
68.44,265.0
68.46,252.0
68.48,203.0
68.5,247.0
68.52,214.0
68.54,224.0
68.56,220.0
68.58,212.0
68.6,207.0
68.62,228.0
68.64,207.0
68.66,209.0
68.68,228.0
68.7,214.0
68.72,229.0
68.74,199.0
68.76,198.0
68.78,192.0
68.8,209.0
68.82,231.0
68.84,242.0
68.86,208.0
68.88,218.0
68.9,222.0
68.92,228.0
68.94,225.0
68.96,221.0
68.98,237.0
69.0,226.0
69.02,235.0
69.04,257.0
69.06,205.0
69.08,237.0
69.1,232.0
69.12,273.0
69.14,246.0
69.16,255.0
69.18,294.0
69.2,292.0
69.22,252.0
69.24,319.0
69.26,284.0
69.28,303.0
69.3,276.0
69.32,317.0
69.34,321.0
69.36,309.0
69.38,307.0
69.4,308.0
69.42,307.0
69.44,324.0
69.46,328.0
69.48,281.0
69.5,264.0
69.52,336.0
69.54,300.0
69.56,289.0
69.58,289.0
69.6,270.0
69.62,284.0
69.64,266.0
69.66,275.0
69.68,286.0
69.7,231.0
69.72,228.0
69.74,252.0
69.76,229.0
69.78,227.0
69.8,224.0
69.82,212.0
69.84,213.0
69.86,200.0
69.88,225.0
69.9,221.0
69.92,212.0
69.94,205.0
69.96,198.0
69.98,212.0
70.0,230.0
70.02,207.0
70.04,165.0
70.06,199.0
70.08,203.0
70.1,186.0
70.12,196.0
70.14,201.0
70.16,196.0
70.18,185.0
70.2,173.0
70.22,200.0
70.24,195.0
70.26,187.0
70.28,182.0
70.3,184.0
70.32,185.0
70.34,190.0
70.36,186.0
70.38,191.0
70.4,183.0
70.42,206.0
70.44,208.0
70.46,175.0
70.48,191.0
70.5,189.0
70.52,205.0
70.54,186.0
70.56,202.0
70.58,163.0
70.6,194.0
70.62,207.0
70.64,182.0
70.66,185.0
70.68,205.0
70.7,165.0
70.72,184.0
70.74,194.0
70.76,186.0
70.78,175.0
70.8,186.0
70.82,186.0
70.84,175.0
70.86,182.0
70.88,189.0
70.9,181.0
70.92,153.0
70.94,184.0
70.96,187.0
70.98,186.0
71.0,160.0
71.02,186.0
71.04,162.0
71.06,190.0
71.08,183.0
71.1,180.0
71.12,222.0
71.14,187.0
71.16,163.0
71.18,157.0
71.2,157.0
71.22,171.0
71.24,164.0
71.26,182.0
71.28,194.0
71.3,180.0
71.32,191.0
71.34,188.0
71.36,172.0
71.38,188.0
71.4,183.0
71.42,198.0
71.44,178.0
71.46,189.0
71.48,191.0
71.5,182.0
71.52,183.0
71.54,184.0
71.56,162.0
71.58,170.0
71.6,172.0
71.62,185.0
71.64,171.0
71.66,188.0
71.68,174.0
71.7,190.0
71.72,191.0
71.74,207.0
71.76,203.0
71.78,229.0
71.8,200.0
71.82,179.0
71.84,167.0
71.86,207.0
71.88,195.0
71.9,184.0
71.92,206.0
71.94,169.0
71.96,170.0
71.98,184.0
72.0,204.0
72.02,181.0
72.04,193.0
72.06,205.0
72.08,200.0
72.1,207.0
72.12,199.0
72.14,193.0
72.16,191.0
72.18,199.0
72.2,217.0
72.22,187.0
72.24,196.0
72.26,199.0
72.28,219.0
72.3,240.0
72.32,227.0
72.34,246.0
72.36,243.0
72.38,269.0
72.4,256.0
72.42,284.0
72.44,292.0
72.46,304.0
72.48,304.0
72.5,284.0
72.52,319.0
72.54,305.0
72.56,291.0
72.58,278.0
72.6,304.0
72.62,303.0
72.64,312.0
72.66,287.0
72.68,289.0
72.7,299.0
72.72,275.0
72.74,271.0
72.76,302.0
72.78,298.0
72.8,277.0
72.82,305.0
72.84,278.0
72.86,262.0
72.88,270.0
72.9,278.0
72.92,256.0
72.94,258.0
72.96,262.0
72.98,227.0
73.0,240.0
73.02,246.0
73.04,248.0
73.06,233.0
73.08,251.0
73.1,232.0
73.12,227.0
73.14,238.0
73.16,216.0
73.18,207.0
73.2,228.0
73.22,194.0
73.24,190.0
73.26,193.0
73.28,191.0
73.3,204.0
73.32,196.0
73.34,201.0
73.36,160.0
73.38,196.0
73.4,205.0
73.42,193.0
73.44,194.0
73.46,182.0
73.48,191.0
73.5,183.0
73.52,175.0
73.54,201.0
73.56,194.0
73.58,168.0
73.6,188.0
73.62,184.0
73.64,166.0
73.66,174.0
73.68,189.0
73.7,192.0
73.72,183.0
73.74,188.0
73.76,179.0
73.78,192.0
73.8,182.0
73.82,188.0
73.84,182.0
73.86,172.0
73.88,169.0
73.9,162.0
73.92,164.0
73.94,184.0
73.96,179.0
73.98,178.0
74.0,179.0
74.02,193.0
74.04,186.0
74.06,178.0
74.08,185.0
74.1,178.0
74.12,182.0
74.14,197.0
74.16,207.0
74.18,195.0
74.2,195.0
74.22,193.0
74.24,171.0
74.26,201.0
74.28,178.0
74.3,199.0
74.32,170.0
74.34,203.0
74.36,196.0
74.38,184.0
74.4,177.0
74.42,189.0
74.44,206.0
74.46,188.0
74.48,187.0
74.5,199.0
74.52,201.0
74.54,181.0
74.56,167.0
74.58,185.0
74.6,216.0
74.62,182.0
74.64,199.0
74.66,212.0
74.68,196.0
74.7,215.0
74.72,200.0
74.74,195.0
74.76,201.0
74.78,167.0
74.8,178.0
74.82,205.0
74.84,185.0
74.86,195.0
74.88,210.0
74.9,181.0
74.92,201.0
74.94,189.0
74.96,198.0
74.98,176.0
75.0,173.0
75.02,180.0
75.04,203.0
75.06,168.0
75.08,182.0
75.1,162.0
75.12,184.0
75.14,202.0
75.16,188.0
75.18,179.0
75.2,186.0
75.22,175.0
75.24,190.0
75.26,186.0
75.28,198.0
75.3,185.0
75.32,187.0
75.34,197.0
75.36,171.0
75.38,187.0
75.4,185.0
75.42,182.0
75.44,180.0
75.46,199.0
75.48,194.0
75.5,150.0
75.52,186.0
75.54,185.0
75.56,180.0
75.58,165.0
75.6,173.0
75.62,179.0
75.64,174.0
75.66,178.0
75.68,168.0
75.7,166.0
75.72,171.0
75.74,167.0
75.76,192.0
75.78,181.0
75.8,188.0
75.82,176.0
75.84,164.0
75.86,186.0
75.88,163.0
75.9,187.0
75.92,181.0
75.94,185.0
75.96,178.0
75.98,171.0
76.0,199.0
76.02,183.0
76.04,167.0
76.06,173.0
76.08,177.0
76.1,185.0
76.12,179.0
76.14,189.0
76.16,168.0
76.18,151.0
76.2,167.0
76.22,177.0
76.24,201.0
76.26,186.0
76.28,178.0
76.3,206.0
76.32,190.0
76.34,195.0
76.36,178.0
76.38,195.0
76.4,187.0
76.42,182.0
76.44,166.0
76.46,203.0
76.48,219.0
76.5,169.0
76.52,169.0
76.54,197.0
76.56,199.0
76.58,210.0
76.6,182.0
76.62,181.0
76.64,200.0
76.66,189.0
76.68,192.0
76.7,206.0
76.72,212.0
76.74,174.0
76.76,198.0
76.78,199.0
76.8,204.0
76.82,175.0
76.84,209.0
76.86,212.0
76.88,196.0
76.9,221.0
76.92,202.0
76.94,188.0
76.96,211.0
76.98,176.0
77.0,192.0
77.02,184.0
77.04,175.0
77.06,179.0
77.08,228.0
77.1,210.0
77.12,207.0
77.14,208.0
77.16,213.0
77.18,216.0
77.2,207.0
77.22,203.0
77.24,230.0
77.26,231.0
77.28,237.0
77.3,214.0
77.32,227.0
77.34,210.0
77.36,237.0
77.38,242.0
77.4,227.0
77.42,221.0
77.44,236.0
77.46,237.0
77.48,262.0
77.5,248.0
77.52,246.0
77.54,282.0
77.56,271.0
77.58,252.0
77.6,271.0
77.62,288.0
77.64,287.0
77.66,305.0
77.68,292.0
77.7,298.0
77.72,330.0
77.74,313.0
77.76,324.0
77.78,368.0
77.8,367.0
77.82,346.0
77.84,358.0
77.86,342.0
77.88,352.0
77.9,377.0
77.92,375.0
77.94,377.0
77.96,344.0
77.98,339.0
78.0,301.0
78.02,333.0
78.04,337.0
78.06,328.0
78.08,326.0
78.1,328.0
78.12,330.0
78.14,280.0
78.16,284.0
78.18,295.0
78.2,284.0
78.22,297.0
78.24,262.0
78.26,266.0
78.28,276.0
78.3,274.0
78.32,250.0
78.34,277.0
78.36,254.0
78.38,228.0
78.4,249.0
78.42,240.0
78.44,217.0
78.46,213.0
78.48,196.0
78.5,207.0
78.52,205.0
78.54,200.0
78.56,217.0
78.58,216.0
78.6,226.0
78.62,214.0
78.64,210.0
78.66,200.0
78.68,192.0
78.7,202.0
78.72,197.0
78.74,224.0
78.76,250.0
78.78,216.0
78.8,199.0
78.82,200.0
78.84,193.0
78.86,207.0
78.88,212.0
78.9,217.0
78.92,204.0
78.94,188.0
78.96,185.0
78.98,217.0
79.0,199.0
79.02,202.0
79.04,205.0
79.06,203.0
79.08,202.0
79.1,229.0
79.12,233.0
79.14,197.0
79.16,216.0
79.18,185.0
79.2,220.0
79.22,236.0
79.24,212.0
79.26,192.0
79.28,194.0
79.3,202.0
79.32,224.0
79.34,216.0
79.36,203.0
79.38,204.0
79.4,201.0
79.42,216.0
